,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
886,600642,申能股份,0.124,0.0181,1.2269,0.0468,7.1026
887,000958,东方能源,0.1239,0.0184,0.5342,0.0368,9.149
888,002042,华孚时尚,0.1238,0.0236,2.1232,0.0404,4.4956
889,600265,ST景谷,0.1238,0.0061,,0.0048,0.484
890,300452,山河药辅,0.1235,0.0182,0.6869,0.0862,12.2067
891,600273,嘉化能源,0.1234,0.0177,0.5912,0.0419,4.8627
892,300660,江苏雷利,0.1232,,0.9441,,
893,002366,台海核电,0.1229,0.0072,0.2768,0.0115,1.6219
894,300412,迦南科技,0.1229,0.0106,0.7919,0.0374,3.7369
895,600531,豫光金铅,0.1225,0.0475,10.9794,0.0591,7.332000000000001
896,002219,恒康医疗,0.1223,0.0096,0.6368,0.0496,5.5717
897,002254,泰和新材,0.1216,0.0158,1.9373,0.1025,11.5906
898,000903,云内动力,0.1213,0.0143,1.4532,0.0271,3.7696
899,000008,神州高铁,0.121,0.0038,2.2347,0.0225,2.3626
900,600784,鲁银投资,0.1208,0.0116,0.8498,0.017,1.8544
901,002729,好利来,0.1206,0.0078,2.7368,0.0385,14.6562
902,000759,中百集团,0.1203,0.0662,146.3521,0.1036,11.7882
903,000695,滨海能源,0.1201,0.0238,3.4073,0.0336,4.2378
904,002173,创新医疗,0.1198,0.0049,0.8154,0.0174,2.4159
905,002288,超华科技,0.1194,0.0096,2.9851,0.0298,3.0576
906,002180,纳思达,0.1194,0.0259,0.6752,0.0687,12.0082
907,002213,特尔佳,0.1193,0.0085,1.1574,0.0469,4.8331
908,002269,美邦服饰,0.1192,0.0336,4.4571,0.0624,8.1876
909,002681,奋达科技,0.11900000000000001,0.0122,0.6885,0.0792,10.5084
910,600196,复星医药,0.11900000000000001,0.0097,0.504,0.021,4.3527
911,002564,天沃科技,0.1182,0.0056,,0.0094,1.4663
912,002605,姚记扑克,0.1181,0.0155,0.7692,0.0643,6.6776
913,600183,生益科技,0.1178,0.0247,1.4452,0.0548,6.7097
914,300091,金通灵,0.1178,0.0119,1.4296,0.0192,2.1922
915,002599,盛通股份,0.1176,0.0158,10.9612,0.0327,3.7691
916,600688,上海石化,0.1176,0.0694,1.6915,0.2895,29.6399
917,002444,巨星科技,0.1175,0.0121,0.7559999999999999,0.0525,6.018
918,000559,万向钱潮,0.1174,0.0231,1.2102,0.0368,5.1313
919,002014,永新股份,0.1171,0.0246,1.1558,0.1246,13.9984
920,002626,金达威,0.1168,0.016,0.8852,0.0375,4.7651
921,002860,星帅尔,0.1168,,0.4352,,
922,600418,江淮汽车,0.1165,0.0372,6.1464,0.0481,5.2493
923,300515,三德科技,0.1165,0.0119,0.7202,0.0371,4.9559
924,603313,梦百合,0.1164,,0.8379,,
925,002634,棒杰股份,0.11599999999999999,0.0104,0.7343,0.0628,6.4135
926,002823,凯中精密,0.1159,,1.1043,,
927,002150,通润装备,0.1158,0.0269,1.6076,0.1002,10.0589
928,002806,华锋股份,0.1153,0.0177,2.5581,0.0364,4.5252
929,300522,世名科技,0.1152,0.0176,0.4724,0.0515,18.8485
930,002716,金贵银业,0.115,0.0226,4.7275,0.0321,5.4847
931,603239,浙江仙通,0.115,,0.4418,,
932,300631,久吾高科,0.1149,,1.9809999999999999,,
933,002189,利达光电,0.1148,0.0262,,0.0821,8.5355
934,600736,苏州高新,0.1145,0.0068,1.2845,0.0097,1.7280000000000002
935,600380,健康元,0.114,0.019,0.8901,0.040999999999999995,5.2411
936,600131,岷江水电,0.1138,0.0108,0.6093,0.0177,3.8033
937,600630,龙头股份,0.1135,0.0424,4.3305,0.1681,16.8373
938,600379,宝光股份,0.1134,0.0195,2.4922,0.0412,4.4948
939,600062,华润双鹤,0.1131,0.0207,0.88,0.132,16.072
940,603090,宏盛股份,0.1124,,0.706,,
941,300376,易事特,0.1119,0.013999999999999999,1.8840000000000001,0.0196,2.1308
942,603315,福鞍股份,0.1118,0.009000000000000001,0.7631,0.0247,3.1342
943,600468,百利电气,0.1118,0.008,1.7114,0.027999999999999997,2.9521
944,002378,章源钨业,0.1117,0.008,,0.0207,3.1987
945,002012,凯恩股份,0.1114,0.0137,,0.0601,6.3258
946,300131,英唐智控,0.1114,0.0232,0.8857,0.07400000000000001,7.4003
947,603359,东珠景观,0.1113,,0.9597,,
948,600396,金山股份,0.1111,0.009000000000000001,1.1759,0.0116,2.8658
949,002450,康得新,0.111,0.0115,0.5586,0.023,2.8403
950,600038,中直股份,0.1108,0.0125,4.8503,0.018000000000000002,1.8969
951,000669,金鸿控股,0.11,0.0068,0.7771,0.0116,2.286
952,600628,新世界,0.1099,0.0186,6.3461,0.0387,3.9477
953,600101,明星电力,0.1098,0.0136,1.3225,0.0453,5.992000000000001
954,603309,维力医疗,0.1098,0.0126,0.7794,0.1322,14.6225
955,300459,金科文化,0.1097,0.0193,0.7144,0.0841,8.581
956,002658,雪迪龙,0.1096,0.0083,1.2991,0.086,9.8505
957,300200,高盟新材,0.1096,0.0149,0.7249,0.2445,30.336
958,601139,深圳燃气,0.109,0.0139,1.0003,0.0276,3.259
959,002490,山东墨龙,0.1089,0.0066,,0.0107,1.0727
960,603600,永艺股份,0.1088,0.0368,1.0899,0.1187,11.9212
961,000683,远兴能源,0.1085,0.0082,4.2559,0.0141,1.7191
962,300375,鹏翎股份,0.1085,0.0186,0.8734,0.099,16.0826
963,002662,京威股份,0.1082,0.0158,1.7269999999999999,0.0453,13.9854
964,300319,麦捷科技,0.1078,0.0141,1.5548,0.0352,4.0944
965,603021,山东华鹏,0.1076,0.0085,1.8864,0.0137,1.5668
966,000564,供销大集,0.1075,0.0176,6.8895,0.0237,2.5474
967,300483,沃施股份,0.1072,0.0216,1.1068,0.0756,7.5585
968,002132,恒星科技,0.1071,0.0138,2.7413,0.0364,6.8558
969,002311,海大集团,0.1064,0.0472,9.922,0.1101,11.3092
970,300580,贝斯特,0.1059,,0.4984,,
971,601366,利群股份,0.1055,,2.9513,,
972,002293,罗莱生活,0.1054,0.0224,0.7064,0.0987,10.012
973,603198,迎驾贡酒,0.1053,0.0198,0.39899999999999997,0.0823,8.7048
974,002319,乐通股份,0.1052,0.013000000000000001,0.87,0.0255,2.8145
975,600831,广电网络,0.1049,0.0106,1.2496,0.0168,2.3817
976,002004,华邦健康,0.1045,0.0078,0.84,0.0162,2.7197
977,600970,中材国际,0.1043,0.0158,3.5473,0.0209,2.2395
978,300576,容大感光,0.1017,,0.8615,,
979,603811,诚意药业,0.1012,,0.6242,,
980,300656,民德电子,0.1008,,0.3249,,
981,300003,乐普医疗,0.1008,0.0113,0.4248,0.0352,4.4353
982,300193,佳士科技,0.0999,0.0055,0.9541,0.0395,4.2118
983,002810,山东赫达,0.0999,,1.1451,,
984,002251,步步高,0.0998,0.0354,3.5477,0.0595,6.706
985,300400,劲拓股份,0.0992,0.0089,3.5517,0.0461,5.4416
986,002327,富安娜,0.0991,0.0146,0.4828,0.0761,8.0151
987,002261,拓维信息,0.099,0.0053,0.3188,0.0463,5.8094
988,002182,云海金属,0.0988,0.024,4.3482,0.0439,4.6576
989,000707,*ST双环,0.0987,0.0067,19.4452,0.0078,0.9558
990,601933,永辉超市,0.0987,0.0636,2.8512,0.1638,16.5681
991,300501,海顺新材,0.0983,0.0102,0.4573,0.1074,12.3962
992,300176,鸿特科技,0.0981,0.0187,2.8194,0.0274,3.5275
993,000856,冀东装备,0.0981,0.0086,,0.0098,1.0495
994,002526,山东矿机,0.098,0.0065,,0.0161,1.6325
995,002185,华天科技,0.098,0.015,1.3056,0.059000000000000004,8.839
996,000812,陕西金叶,0.0979,0.0081,1.1689,0.0186,1.8888
997,002641,永高股份,0.0974,0.0161,2.5312,0.0384,4.5433
998,600618,氯碱化工,0.0969,0.0221,11.7846,0.0413,5.5341
999,002652,扬子新材,0.0966,0.0182,1.6829,0.028999999999999998,3.1966
1000,002471,中超控股,0.0966,0.0129,8.6461,0.0189,2.0941
1001,600246,万通地产,0.0964,0.0022,5.901,0.0029,0.5378
1002,002706,良信电器,0.0962,0.0129,0.9527,0.0665,7.2471
1003,000066,中国长城,0.096,0.0399,,0.0518,6.1343
1004,601015,陕西黑猫,0.0955,0.0102,109.8422,0.0173,2.0976
1005,002532,新界泵业,0.0954,0.0132,0.8555,0.0546,5.6157
1006,002129,中环股份,0.0954,0.0082,1.5,0.0184,2.5225
1007,603096,新经典,0.0953,,0.4985,,
1008,300351,永贵电器,0.0953,0.0104,0.5793,0.0699,7.2728
1009,601010,文峰股份,0.095,0.0282,3.5666,0.0704,7.1464
1010,600969,郴电国际,0.095,0.0056,2.5683,0.0086,3.7732
1011,300269,联建光电,0.0943,0.0098,0.6106,0.0398,4.0972
1012,600085,同仁堂,0.0942,0.0204,0.6938,0.083,8.6712
1013,600662,强生控股,0.0935,0.016,2.6948,0.0339,3.4704
1014,002164,宁波东力,0.0935,0.0056,,0.0142,1.4576
1015,300543,朗科智能,0.0934,,0.8326,,
1016,000593,大通燃气,0.0932,0.0124,4.7469,0.0742,9.6997
1017,300064,豫金刚石,0.0925,0.0051,0.4792,0.012,1.3163
1018,603233,大参林,0.0923,,1.1804,,
1019,000885,同力水泥,0.0921,0.0098,,0.019,3.6693
1020,300615,欣天科技,0.092,,0.3433,,
1021,300617,安靠智电,0.0916,,0.3431,,
1022,300585,奥联电子,0.0916,,0.4963,,
1023,002085,万丰奥威,0.0916,0.0221,0.9711,0.0506,8.2062
1024,002237,恒邦股份,0.0913,0.0272,8.8966,0.0401,4.794
1025,002098,浔兴股份,0.0913,0.0124,2.9707,0.0467,5.3577
1026,600508,上海能源,0.0912,0.0073,25.7756,0.0186,2.6205
1027,000860,顺鑫农业,0.0912,0.0187,1.8613,0.0274,3.9685
1028,002472,双环传动,0.0909,0.0099,0.9998,0.0625,7.3125
1029,601011,宝泰隆,0.0905,0.0039,32.7692,0.0104,1.3092
1030,603678,火炬电子,0.0904,0.0147,0.7654,0.0461,5.2092
1031,603680,今创集团,0.0895,,0.36,,
1032,600735,新华锦,0.0889,0.0275,1.5273,0.1189,12.4415
1033,600234,ST山水,0.0884,0.0006,,0.0007,0.1013
1034,603816,顾家家居,0.0883,,0.5739,,
1035,002007,华兰生物,0.0881,0.0085,0.1881,0.2103,21.0314
1036,600761,安徽合力,0.08800000000000001,0.0211,1.2699,0.0698,7.3698
1037,300198,纳川股份,0.0878,0.0101,0.5924,0.0253,2.7939999999999996
1038,000930,中粮生化,0.0869,0.0188,,0.0254,3.7963
1039,603766,隆鑫通用,0.0868,0.0187,0.7643,0.0578,6.2838
1040,002852,道道全,0.0866,,0.9213,,
1041,002670,国盛金控,0.0865,0.0051,2.1447,0.0068,0.6856
1042,002071,长城影视,0.0865,0.0074,0.8018,0.0124,1.3088
1043,002802,洪汇新材,0.0863,0.0159,0.462,0.0938,11.9788
1044,000959,首钢股份,0.0861,0.0045,,0.0068,1.0481
1045,000858,五粮液,0.0861,0.0125,0.2525,0.0557,5.6693
1046,600241,时代万恒,0.086,0.0096,,0.0144,1.6592
1047,002863,今飞凯达,0.086,,2.7887,,
1048,002922,伊戈尔,0.086,0.0209,1.2543,0.0505,5.2687
1049,600317,营口港,0.0859,0.0046,0.6697,0.0145,7.5578
1050,002367,康力电梯,0.0859,0.0151,0.6729999999999999,0.037000000000000005,3.923
1051,002731,萃华珠宝,0.0856,0.0322,,0.0604,6.0627
1052,000650,仁和药业,0.0855,0.0194,0.6247,0.0918,9.3883
1053,002399,海普瑞,0.0854,0.0049,0.2984,0.0178,6.6735
1054,600863,内蒙华电,0.0852,0.0037,12.7033,0.0058,1.3827
1055,600966,博汇纸业,0.0851,0.0107,10.5189,0.0165,1.8844
1056,000004,国农科技,0.0851,0.0028,,0.0046,0.5219
1057,000625,长安汽车,0.085,0.017,0.6072,0.0279,3.1642
1058,002799,环球印务,0.0849,,1.2094,,
1059,000999,华润三九,0.0847,0.015,0.5736,0.0445,6.0177
1060,600835,上海机电,0.0845,0.0105,0.8586,0.0163,1.6634
1061,600819,耀皮玻璃,0.0843,0.0067,260.1961,0.011000000000000001,1.3084
1062,000881,中广核技,0.0843,0.0084,,0.0104,1.4262
1063,603165,荣晟环保,0.0842,,0.6339,,
1064,002661,克明面业,0.0841,0.0159,1.1872,0.0949,10.0158
1065,002005,德豪润达,0.0841,0.005,,0.0091,1.161
1066,601038,一拖股份,0.0839,0.0183,2.7269,0.0305,3.8545
1067,600218,全柴动力,0.0835,0.0213,2.5408,0.0485,5.1891
1068,600308,华泰股份,0.0833,0.0111,6.6668,0.0187,2.5603
1069,600108,亚盛集团,0.0833,0.0044,2.3341,0.0117,2.3879
1070,603133,碳元科技,0.0832,,0.507,,
1071,600127,金健米业,0.083,0.0295,5.9734,0.064,7.1
1072,600028,中国石化,0.083,0.0246,3.8059,0.0571,8.4054
1073,600320,振华重工,0.083,0.0066,7.5152,0.0091,0.9815
1074,300406,九强生物,0.0824,0.0093,0.1921,0.1589,17.5409
1075,002212,南洋股份,0.0819,0.0111,2.6572,0.0283,6.8242
1076,002551,尚荣医疗,0.0819,0.0132,0.8733,0.027000000000000003,3.0403
1077,002041,登海种业,0.0817,0.0089,0.2367,0.044000000000000004,4.9854
1078,300327,中颖电子,0.0815,0.012,0.612,0.0778,7.9496
1079,600233,圆通速递,0.081,0.0121,0.9934,0.07400000000000001,7.4261
1080,000425,徐工机械,0.0808,0.0064,26.2271,0.0121,1.4918
1081,601116,三江购物,0.0803,0.0346,3.0479,0.0814,8.158
1082,601003,柳钢股份,0.0803,0.024,32.006,0.0307,3.6842
1083,600063,皖维高新,0.0799,0.0086,2.4404,0.0159,1.9446
1084,600518,康美药业,0.0797,0.0119,0.4757,0.0238,3.2708
1085,600777,新潮能源,0.0794,0.0008,,0.0024,0.2433
1086,600177,雅戈尔,0.0793,0.0069,0.1715,0.0102,1.7326
1087,000599,青岛双星,0.0793,0.0121,3.734,0.0193,2.5157
1088,000513,丽珠集团,0.0792,0.0168,0.5577,0.0431,4.4581
1089,600512,腾达建设,0.0791,0.0093,62.5827,0.0141,1.9629
1090,603355,莱克电气,0.0788,0.0174,0.6731,0.0467,4.7532
1091,603496,恒为科技,0.0788,,0.3198,,
1092,603777,来伊份,0.0785,,1.5101,,
1093,600676,交运股份,0.0783,0.0204,1.8308,0.0475,7.7623
1094,000960,锡业股份,0.0781,0.0154,43.6108,0.0225,2.9943
1095,300032,金龙机电,0.0775,0.0145,0.7769,0.0319,3.267
1096,300026,红日药业,0.0774,0.0098,0.5243,0.0516,5.3279
1097,002409,雅克科技,0.0774,0.0104,0.9439,0.0752,8.0834
1098,002429,兆驰股份,0.0773,0.0136,1.2849,0.0297,3.2522
1099,002438,江苏神通,0.0772,0.0058,0.7231,0.0168,2.5032
1100,600207,安彩高科,0.0771,0.018000000000000002,21.3955,0.0296,3.6326
1101,000525,红太阳,0.0765,0.0071,2.4095,0.0156,1.6072
1102,600537,亿晶光电,0.0763,0.0135,0.9838,0.0232,2.6116
1103,601928,凤凰传媒,0.076,0.0092,0.6552,0.0259,3.2254
1104,603883,老百姓,0.0757,0.0243,1.1378,0.0573,5.7773
1105,002256,兆新股份,0.0755,0.004,0.4396,0.0056,0.645
1106,601113,华鼎股份,0.0755,0.0062,,0.0178,2.1536
1107,600075,新疆天业,0.0754,0.0092,1.3780000000000001,0.0188,1.8949
1108,002846,英联股份,0.0753,,0.4603,,
1109,300304,云意电气,0.0751,0.0075,0.3901,0.0572,7.053999999999999
1110,002866,传艺科技,0.0751,,0.7936,,
1111,002563,森马服饰,0.0749,0.0122,0.5908,0.0621,8.9325
1112,300537,广信材料,0.0748,0.0128,0.53,0.0475,4.7458
1113,300462,华铭智能,0.0748,0.0042,0.4068,0.017,1.7804
1114,600073,上海梅林,0.0746,0.0345,1.4715,0.0673,7.2779
1115,600428,中远海特,0.0746,0.005,38.2077,0.009000000000000001,1.8919
1116,600638,新黄浦,0.0745,0.0037,1.1917,0.006,1.0637
1117,300681,英搏尔,0.0737,,0.4482,,
1118,603808,歌力思,0.0735,0.0071,0.5557,0.0422,4.3671
1119,600490,鹏欣资源,0.0732,0.0089,1.0817,0.0321,3.2113
1120,000757,浩物股份,0.0729,0.0127,1.5164,0.0352,4.9759
1121,600143,金发科技,0.0726,0.0172,1.0832,0.0383,5.9886
1122,000016,深康佳A,0.0725,0.0217,21.6074,0.0278,2.8322
1123,600477,杭萧钢构,0.0725,0.0081,1.3285,0.0124,1.2613
1124,600673,东阳光科,0.0724,0.0076,6.7361,0.0125,1.6451
1125,002555,三七互娱,0.0723,0.0175,0.3595,0.0799,8.0932
1126,600329,中新药业,0.0721,0.0188,1.0279,0.0567,6.0542
1127,600511,国药股份,0.0719,0.0366,1.7767,0.0843,8.9212
1128,603726,朗迪集团,0.0715,0.0136,1.1523,0.0296,3.4258
1129,002394,联发股份,0.0713,0.0139,1.122,0.0359,7.0051
1130,000900,现代投资,0.0711,0.0047,0.8098,0.0072,1.396
1131,600093,易见股份,0.071,0.0164,1.8966,0.034,3.4099
1132,600768,宁波富邦,0.0708,0.0161,,0.0171,1.734
1133,600506,香梨股份,0.0707,0.0018,,0.0321,10.0582
1134,300702,天宇股份,0.0707,0.0158,0.4947,0.0256,2.5983
1135,600635,大众公用,0.0706,0.0064,0.5915,0.0118,2.0389
1136,002881,美格智能,0.0703,,1.5517,,
1137,600168,武汉控股,0.0701,0.0023,0.2411,0.0052,1.0306
1138,300653,正海生物,0.0699,,0.2592,,
1139,000672,上峰水泥,0.0695,0.0054,,0.009000000000000001,1.0026
1140,603113,金能科技,0.0694,,,,
1141,600581,八一钢铁,0.0693,0.0038,,0.0035,0.3838
1142,002273,水晶光电,0.0689,0.0072,0.523,0.0953,12.3912
1143,600775,南京熊猫,0.0688,0.0095,0.9853,0.0309,3.1435
1144,603823,百合花,0.0688,,0.605,,
1145,601018,宁波港,0.0687,0.0068,0.4539,0.0248,3.5114
1146,002172,澳洋科技,0.0686,0.0184,2.6134,0.0267,2.7919
1147,300078,思创医惠,0.0686,0.0066,0.5783,0.0163,3.0893
1148,600017,日照港,0.0685,0.004,0.7753,0.0099,2.4803
1149,603939,益丰药房,0.0683,0.0231,1.073,0.0575,5.7671
1150,002487,大金重工,0.0681,0.0045,0.5196,0.0142,2.1588
1151,300100,双林股份,0.0681,0.0102,0.5746,0.0203,2.3023
1152,300061,康旗股份,0.0679,0.0135,1.0716,0.0324,3.2989
1153,603727,博迈科,0.0679,,0.8161,,
1154,601012,隆基股份,0.0675,0.0128,0.5493,0.0261,4.0213
1155,002478,常宝股份,0.0674,0.0097,1.1845,0.0485,4.8511
1156,300341,麦迪电气,0.0674,0.0083,0.8807,0.0665,7.2992
1157,000737,*ST南风,0.0672,0.0121,,0.0124,1.3389
1158,600159,大龙地产,0.0672,0.0042,0.5878,0.0152,1.5187
1159,600141,兴发集团,0.0671,0.0089,7.7374,0.0122,1.9249
1160,002486,嘉麟杰,0.0669,0.0062,,0.015,4.9642
1161,000887,中鼎股份,0.0666,0.0151,0.4922,0.0312,5.9943
1162,600681,百川能源,0.0658,0.0077,0.3539,0.0196,2.2623
1163,000912,*ST天化,0.0658,0.0067,,0.0073,1.3529
1164,603288,海天味业,0.0656,0.0199,0.2775,0.0668,6.7620000000000005
1165,300243,瑞丰高材,0.0655,0.0098,1.5572,0.0158,1.6036
1166,600097,开创国际,0.0653,0.0078,,0.0215,2.2733
1167,000997,新大陆,0.065,0.0085,0.5822,0.0171,1.7162
1168,000422,*ST宜化,0.0647,0.006999999999999999,180.1078,0.0088,1.286
1169,603826,坤彩科技,0.0645,,0.2964,,
1170,002694,顾地科技,0.0644,0.009000000000000001,,0.0167,1.8795
1171,300214,日科化学,0.0644,0.0132,1.2231,0.095,9.703
1172,002308,威创股份,0.0642,0.0045,0.5652,0.0229,2.4721
1173,002888,惠威科技,0.0641,,0.8424,,
1174,300582,英飞特,0.064,,0.4683,,
1175,600315,上海家化,0.0635,0.0116,0.7684,0.0382,4.6086
1176,600887,伊利股份,0.0635,0.0242,0.6207,0.053,5.6914
1177,002763,汇洁股份,0.0633,0.0178,0.4396,0.0999,11.6721
1178,002402,和而泰,0.0633,0.0127,0.7027,0.0445,4.4601
1179,300225,金力泰,0.0633,0.0093,0.6528,0.0478,5.1557
1180,300538,同益股份,0.0632,,1.9821,,
1181,603630,拉芳家化,0.063,,0.4884,,
1182,002748,世龙实业,0.063,0.0125,0.905,0.1257,15.575999999999999
1183,002867,周大生,0.0629,,0.4125,,
1184,002336,人人乐,0.0629,0.0303,9.0372,0.0478,4.9046
1185,600060,海信电器,0.0628,0.0218,0.8388,0.0577,5.8208
1186,300293,蓝英装备,0.0628,0.0026,0.7378,0.0041,0.4216
1187,002533,金杯电工,0.0625,0.0118,1.4007,0.0514,5.6106
1188,600004,白云机场,0.0624,0.0056,0.2608,0.016,3.7419
1189,600691,阳煤化工,0.0621,0.0065,,0.0077,1.054
1190,600452,涪陵电力,0.0617,0.0147,0.7673,0.0343,3.4399
1191,002741,光华科技,0.0613,0.0143,1.9796,0.102,14.6088
1192,000009,中国宝安,0.061,0.0045,0.7814,0.006999999999999999,1.0873
1193,600081,东风科技,0.0608,0.0185,1.1826,0.0299,3.0687
1194,002567,唐人神,0.0606,0.0314,3.0154,0.1168,12.7673
1195,002559,亚威股份,0.0605,0.0054,0.672,0.0199,2.7274
1196,002745,木林森,0.0604,0.0059,0.9890000000000001,0.0085,0.9162
1197,300553,集智股份,0.0603,,0.2563,,
1198,300134,大富科技,0.06,0.0077,1.5412,0.0182,2.0247
1199,002184,海得控制,0.06,0.0105,1.9499,0.0215,2.1895
1200,300134,大富科技,0.06,0.0077,1.5412,0.0182,2.0247
1201,600597,光明乳业,0.0594,0.019,1.8511,0.0292,4.0692
1202,603303,得邦照明,0.0593,,0.8761,,
1203,002481,双塔食品,0.0591,0.0047,0.4364,0.0109,1.1486
1204,000630,铜陵有色,0.059000000000000004,0.0247,,0.0371,4.4104
1205,000876,新希望,0.0587,0.0199,0.8356,0.0638,6.9893
1206,600039,四川路桥,0.0586,0.006999999999999999,3.2479,0.0084,1.5169
1207,603729,龙韵股份,0.0585,0.0137,,0.1184,11.8375
1208,601127,小康股份,0.0584,,1.3869,,
1209,002558,巨人网络,0.0581,0.0056,,0.0847,8.474
1210,603969,银龙股份,0.0579,0.0065,1.9929,0.1531,25.6878
1211,002228,合兴包装,0.0575,0.0147,1.5944,0.0324,4.1545
1212,601005,重庆钢铁,0.0574,0.0021,,0.0023,0.3482
1213,600936,广西广电,0.0573,0.0059,0.2863,0.0096,1.1496
1214,002859,洁美科技,0.0569,,0.4325,,
1215,603639,海利尔,0.0565,,0.3776,,
1216,002400,省广集团,0.0564,0.0134,0.9937,0.0206,2.5971
1217,600825,新华传媒,0.0559,0.0047,3.1557,0.0136,1.3617
1218,002095,生意宝,0.0559,0.0043,0.4424,0.0304,3.1622
1219,300569,天能重工,0.0559,,0.3584,,
1220,600277,亿利洁能,0.0559,0.0053,2.7315,0.0103,1.5264
1221,002654,万润科技,0.0556,0.0037,1.3177,0.0088,1.1159
1222,000524,岭南控股,0.0551,0.0046,0.5812,0.0177,4.9846
1223,600789,鲁抗医药,0.055,0.0088,6.2239,0.0168,2.2662
1224,600080,金花股份,0.0547,0.0061,2.6629,0.0369,3.7984
1225,002246,北化股份,0.0547,0.0087,1.4326,0.036000000000000004,4.2562
1226,600399,抚顺特钢,0.0545,0.0049,1.2841,0.0058,0.6048
1227,600584,长电科技,0.0545,0.0074,,0.0099,1.7626
1228,601231,环旭电子,0.0543,0.0211,3.1515,0.0471,4.8417
1229,601880,大连港,0.0543,0.0039,0.9278,0.0094,2.7866
1230,300037,新宙邦,0.054000000000000006,0.0067,0.2941,0.045,5.3946
1231,002669,康达新材,0.0539,0.0085,0.2609,0.0493,5.015
1232,603608,天创时尚,0.0537,0.0099,1.6074,0.0474,4.94
1233,000782,美达股份,0.0534,0.0124,3.2984,0.0281,3.9544
1234,300484,蓝海华腾,0.0532,0.0075,0.1768,0.0393,3.9323
1235,300088,长信科技,0.0532,0.0073,1.0035,0.0182,2.0317
1236,002032,苏泊尔,0.0532,0.0226,0.5474,0.0794,8.0058
1237,000935,四川双马,0.0532,0.0042,,0.0102,1.2618
1238,002460,赣锋锂业,0.053,0.0116,0.3273,0.034,4.5455
1239,000652,泰达股份,0.0528,0.0042,,0.0049,0.8068
1240,603010,万盛股份,0.0526,0.0122,0.4364,0.0687,7.6872
1241,000816,*ST慧业,0.0526,0.0039,8.8456,0.0088,1.0001
1242,601689,拓普集团,0.0526,0.0099,0.3321,0.0467,4.668
1243,600409,三友化工,0.0526,0.0092,1.3513,0.013999999999999999,2.1668
1244,601137,博威合金,0.0525,0.0124,1.3224,0.0518,5.5617
1245,002712,思美传媒,0.0524,0.0174,1.4481,0.0324,4.0445
1246,600422,昆药集团,0.0524,0.0117,0.6979,0.0349,4.7249
1247,002627,宜昌交运,0.052000000000000005,0.01,1.7999,0.0206,2.5662
1248,600497,驰宏锌锗,0.0518,0.0036,,0.0052,0.9097
1249,002124,天邦股份,0.0518,0.0107,0.314,0.0261,2.6436
1250,600386,北巴传媒,0.0517,0.0109,1.5308,0.0241,4.8006
1251,002840,华统股份,0.0515,,2.7097,,
1252,002265,西仪股份,0.0515,0.0091,2.9429,0.024,2.5251
1253,600095,哈高科,0.051,0.0024,,0.0069,0.9816
1254,000917,电广传媒,0.051,0.0048,0.6149,0.0111,1.8536
1255,601588,北辰实业,0.0509,0.0027,0.6979,0.0037,0.7014
1256,002531,天顺风能,0.0505,0.0045,0.2769,0.0099,1.1137
1257,002498,汉缆股份,0.0503,0.0057,0.6601,0.0163,1.689
1258,002651,利君股份,0.0502,0.0026,0.2544,0.011000000000000001,1.1232
1259,600360,华微电子,0.0501,0.0038,2.0377,0.0086,1.1497
1260,002061,浙江交科,0.0497,0.0091,,0.0139,1.6598
1261,002473,*ST圣莱,0.0495,0.0021,,0.0137,1.3792
1262,002330,得利斯,0.0494,0.0135,1.7068,0.0588,5.8968
1263,600230,沧州大化,0.0493,0.0077,,0.0109,1.7979
1264,300083,劲胜智能,0.0491,0.0072,2.1144,0.0177,2.0881
1265,600148,长春一东,0.0487,0.0067,1.8192,0.0138,1.6595
1266,600151,航天机电,0.0486,0.003,0.8659,0.0045,0.6402
1267,300610,晨化股份,0.0486,,0.3974,,
1268,300336,新文化,0.0486,0.004,0.2725,0.0143,1.4693
1269,601228,广州港,0.0483,0.0033,0.4531,0.0073,1.173
1270,600083,博信股份,0.0481,0.008,0.336,0.0184,1.8754
1271,002713,东易日盛,0.0481,0.0091,,0.0159,1.5944
1272,600895,张江高科,0.0481,0.0024,0.1833,0.0044,0.7463
1273,600833,第一医药,0.048,0.0181,1.5604,0.0492,6.4036
1274,601225,陕西煤业,0.0479,0.0031,2.7411,0.0056,1.0046
1275,600655,豫园股份,0.0479,0.0139,12.0177,0.0256,4.0046
1276,600307,酒钢宏兴,0.0477,0.0105,,0.0136,1.5301
1277,000521,美菱电器,0.0477,0.0141,2.6510000000000002,0.0218,2.4886
1278,002537,海联金汇,0.0477,0.009000000000000001,0.5835,0.0236,2.4675
1279,600623,华谊集团,0.0474,0.0135,2.8511,0.0321,4.078
1280,000756,新华制药,0.0473,0.0105,2.0202,0.0187,2.3349
1281,002718,友邦吊顶,0.0472,0.0045,0.2692,0.0455,4.6384
1282,600690,青岛海尔,0.0471,0.0136,0.5369,0.0242,2.658
1283,000156,华数传媒,0.0468,0.0025,0.2156,0.0096,1.578
1284,002048,宁波华翔,0.0468,0.0127,0.6925,0.0273,3.2555
1285,002337,赛象科技,0.0467,0.0019,,0.0104,1.0572
1286,600278,东方创业,0.0467,0.0238,3.56,0.0466,5.0219
