,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
2726,300195,长荣股份,0.0088,0.0027,0.0555,0.0081,0.8462
2727,600998,九州通,0.0088,0.0134,0.6194,0.0192,2.075
2728,002073,软控股份,0.0087,0.0027,0.1114,0.0061,0.6811
2729,300094,国联水产,0.0085,0.0068,0.7749,0.0204,2.1907
2730,000636,风华高科,0.0085,0.0025,0.2559,0.0092,1.0805
2731,002856,美芝股份,0.0083,0.0078,0.1886,0.0105,1.0528
2732,002334,英威腾,0.0083,0.0044,0.0597,0.0258,2.7317
2733,603019,中科曙光,0.0082,0.0065,0.1664,0.0095,1.1129
2734,000078,海王生物,0.0081,0.0071,0.1746,0.0085,0.8674
2735,300068,南都电源,0.0081,0.006,0.1498,0.0117,1.2315
2736,300348,长亮科技,0.0078,0.0034,0.0925,0.0112,2.9006
2737,002289,宇顺电子,0.0076,0.008,,0.0097,1.0313
2738,002184,海得控制,0.0075,0.0067,0.1466,0.013000000000000001,1.3241
2739,600363,联创光电,0.0071,0.0049,0.1174,0.0121,1.3297
2740,000938,紫光股份,0.006999999999999999,0.0148,0.46,0.0259,2.7515
2741,000753,漳州发展,0.0069,0.0057,,0.0092,1.1661
2742,000759,中百集团,0.0068,0.0129,33.2102,0.0197,2.2214
2743,002857,三晖电气,0.0068,0.005,0.0368,0.0167,1.6684
2744,300168,万达信息,0.0067,0.0025,0.0545,0.004,0.4748
2745,600156,华升股份,0.0067,0.0043,2.2966,0.0123,1.3454
2746,300680,隆盛科技,0.0067,0.0037,0.0414,0.0085,0.9432
2747,600378,天科股份,0.0066,0.0031,0.0723,0.0129,1.2963
2748,603938,三孚股份,0.0065,0.0088,0.0623,0.0641,6.4096
2749,000425,徐工机械,0.0065,0.0025,,0.0049,0.5596
2750,002136,安纳达,0.0065,0.0041,,0.0081,0.8214
2751,002570,*ST因美,0.0064,0.0055,0.325,0.0175,1.8047
2752,300063,天龙集团,0.0064,0.0033,0.2559,0.009000000000000001,0.9654
2753,600797,浙大网新,0.0063,0.0078,0.1436,0.0157,1.6054
2754,300716,国立科技,0.0063,0.0058,0.0705,0.0151,1.6221
2755,000411,英特集团,0.0061,0.0154,0.613,0.0205,2.0599
2756,002416,爱施德,0.0059,0.027999999999999997,2.1144,0.0489,5.4416
2757,002386,天原集团,0.0058,0.0046,,0.0069,0.9359
2758,600891,秋林集团,0.0058,0.0083,0.1283,0.0354,3.6195
2759,601226,华电重工,0.0057,0.0035,0.1108,0.0063,0.6773
2760,601226,华电重工,0.0057,0.0035,0.1108,0.0063,0.6773
2761,000702,正虹科技,0.0056,0.0117,1.611,0.0437,4.9569
2762,300120,经纬电材,0.0055,0.0036,0.5478,0.027000000000000003,3.6018
2763,000926,福星股份,0.0054,0.0011,0.0712,0.0015,0.2944
2764,002585,双星新材,0.0054,0.0022,0.1073,0.0222,2.2197
2765,002204,大连重工,0.0053,0.0022,6.3755,0.0036,0.3972
2766,600051,宁波联合,0.0053,0.0024,0.0946,0.0032,0.4192
2767,000721,西安饮食,0.0051,0.0023,,0.0061,0.6535
2768,300608,思特奇,0.0049,0.0045,0.0636,0.0087,0.8891
2769,002903,宇环数控,0.0049,0.0017,0.0259,0.0059,0.6697
2770,002633,申科股份,0.0048,0.0015,0.0529,0.0063,0.7114
2771,002889,东方嘉盛,0.0047,0.0016,0.2514,0.0017,0.172
2772,300478,杭州高新,0.0047,0.0043,0.0615,0.025,2.5041
2773,600822,上海物贸,0.0047,0.0502,,0.0535,5.4972
2774,002429,兆驰股份,0.0046,0.003,0.0818,0.0061,0.6648
2775,300284,苏交科,0.0046,0.0022,0.0348,0.0045,0.4785
2776,002441,众业达,0.0046,0.008,0.1705,0.0213,2.1473
2777,002081,金螳螂,0.0044,0.0033,0.051,0.0051,0.5281
2778,002733,雄韬股份,0.0044,0.0047,0.0791,0.0104,1.1021
2779,002881,美格智能,0.0041,0.0036,0.0495,0.0063,0.6569
2780,002018,*ST华信,0.004,0.0059,0.1649,0.0138,1.4064
2781,002036,联创电子,0.004,0.002,0.0333,0.0043,0.5183
2782,600247,*ST成城,0.0039,0.0039,0.1351,0.0043,0.431
2783,600866,星湖科技,0.0038,0.0015,,0.0034,0.6138
2784,002375,亚厦股份,0.0037,0.0018,0.0558,0.0029,0.3215
2785,300612,宣亚国际,0.0032,0.0052,0.0237,0.0128,1.2766
2786,600186,莲花健康,0.0029,0.0023,,0.0023,0.2343
2787,300153,科泰电源,0.0028,0.0017,0.0447,0.0065,0.7295
2788,600343,航天动力,0.0028,0.001,0.0739,0.003,0.3199
2789,000009,中国宝安,0.0026,0.0007,0.013000000000000001,0.0011,0.1534
2790,600990,四创电子,0.0026,0.002,0.055,0.003,0.3176
2791,000629,*ST钒钛,0.0026,0.0005,,0.0006,0.11800000000000001
2792,600192,长城电工,0.0024,0.0009,0.0965,0.0016,0.2029
2793,000751,锌业股份,0.0022,0.0025,0.10099999999999999,0.0056,0.6947
2794,002486,嘉麟杰,0.002,0.0009,,0.0021,0.5739
2795,603628,清源股份,0.0018,0.0012,0.0161,0.0027,0.2822
2796,000755,*ST三维,0.0018,0.0024,,0.0031,0.3403
2797,600963,岳阳林纸,0.0017,0.0006,,0.001,0.1336
2798,600107,美尔雅,0.0015,0.0006,0.18100000000000002,0.0011,0.124
2799,002707,众信旅游,0.0015,0.0039,0.0597,0.0081,0.8107
2800,002082,万邦德,0.0014,0.0104,0.245,0.062,6.5341
2801,000693,*ST华泽,0.0008,0.0013,,0.0016,0.1707
2802,603106,恒银金融,0.0007,0.0005,0.0047,0.0009,0.1037
2803,000782,美达股份,0.0007,0.0009,0.0451,0.0021,0.2969
2804,600526,菲达环保,0.0005,0.0003,0.0209,0.0004,0.0444
2805,002408,齐翔腾达,0.0004,0.0002,0.0095,0.0007,0.0798
2806,002498,汉缆股份,0.0004,0.0003,0.0047,0.0008,0.0788
2807,300082,奥克股份,0.0004,0.0002,,0.0006,0.0838
2808,600736,苏州高新,0.0003,0.0001,0.0044,0.0001,0.0111
2809,600689,上海三毛,0.0,0.0001,,0.0001,0.0113
2810,002788,鹭燕医药,0.0,0.0001,0.0019,0.0001,0.0082
2811,002203,海亮股份,0.0,0.0001,0.0013,0.0001,0.0154
2812,601010,文峰股份,-0.0001,-0.0001,-0.0018,-0.0002,-0.0159
2813,600123,兰花科创,-0.0005,-0.0001,,-0.0002,-0.0406
2814,600330,天通股份,-0.0009,-0.0003,-0.0156,-0.0014,-0.1749
2815,300710,万隆光电,-0.001,-0.0009,-0.0077,-0.0032,-0.321
2816,000820,神雾节能,-0.0012,-0.0004,-0.0255,-0.0007,-0.21100000000000002
2817,600981,汇鸿集团,-0.0012,-0.0015,-0.0489,-0.0021,-0.2444
2818,300022,吉峰农机,-0.0015,-0.0021,-0.1538,-0.0026,-0.2626
2819,300135,宝利国际,-0.0016,-0.001,-0.1226,-0.0018,-0.1967
2820,300135,宝利国际,-0.0016,-0.001,-0.1226,-0.0018,-0.1967
2821,600973,宝胜股份,-0.002,-0.0029,-0.1529,-0.0039,-0.4394
2822,603030,全筑股份,-0.0021,-0.0019,-0.0571,-0.003,-0.316
2823,603289,泰瑞机器,-0.0024,-0.0016,-0.0182,-0.0046,-0.4677
2824,002194,*ST凡谷,-0.0029,-0.0021,-0.0694,-0.0115,-1.1649
2825,002755,东方新星,-0.0029,-0.0011,-0.0425,-0.0039,-0.3858
2826,300370,安控科技,-0.0029,-0.001,-0.0196,-0.0022,-0.2341
2827,600776,东方通信,-0.003,-0.0029,-0.0638,-0.015,-1.5391
2828,300140,中环装备,-0.0033,-0.0008,-0.0688,-0.004,-0.4624
2829,002640,跨境通,-0.0033,-0.0041,-0.0778,-0.012,-1.205
2830,002030,达安基因,-0.0039,-0.0019,-0.0491,-0.0052,-0.5409
2831,600787,中储股份,-0.004,-0.0047,-0.1066,-0.0111,-2.0247
2832,600545,卓郎智能,-0.0041,-0.0017,-0.2998,-0.0022,-0.28
2833,600353,旭光股份,-0.0041,-0.0023,-0.05,-0.0097,-0.9889
2834,000906,浙商中拓,-0.0042,-0.0148,-1.1638,-0.021,-2.2919
2835,603906,龙蟠科技,-0.0043,-0.0037,-0.0613,-0.0091,-1.1673
2836,603733,仙鹤股份,-0.0051,-0.0029,-0.0731,-0.005,-0.5267
2837,600255,梦舟股份,-0.0053,-0.0061,-0.7362,-0.0186,-1.8883
2838,000523,广州浪奇,-0.0054,-0.0116,-1.3843,-0.0169,-1.7223
2839,300352,北信源,-0.0056,-0.0027,-0.037000000000000005,-0.0196,-1.9817
2840,600307,酒钢宏兴,-0.0059,-0.0084,,-0.0109,-1.2289
2841,300419,浩丰科技,-0.006,-0.0015,-0.0369,-0.0145,-1.5035
2842,002065,东华软件,-0.0061,-0.0031,-0.0303,-0.0136,-1.4578
2843,000540,中天金融,-0.0063,-0.0018,-0.0372,-0.0023,-0.3346
2844,300210,森远股份,-0.0065,-0.0015,-0.0294,-0.0047,-0.5455
2845,002723,金莱特,-0.0067,-0.0048,-0.1112,-0.0145,-1.4848
2846,300116,坚瑞沃能,-0.0069,-0.0028,-0.1081,-0.0081,-0.8182
2847,600300,维维股份,-0.0071,-0.0034,-0.4003,-0.0059,-0.675
2848,600698,湖南天雁,-0.0071,-0.0028,,-0.0066,-0.7247
2849,002272,川润股份,-0.0072,-0.0033,,-0.0098,-1.0925
2850,300413,快乐购,-0.0072,-0.0085,-0.2163,-0.0273,-2.7304
2851,603901,永创智能,-0.0073,-0.0053,-0.0864,-0.0157,-1.5762
2852,002504,弘高创意,-0.0073,-0.0058,-0.0893,-0.0075,-0.747
2853,300226,上海钢联,-0.0074,-0.0845,,-0.1003,-10.7471
2854,600562,国睿科技,-0.0074,-0.0045,-0.0432,-0.0104,-1.0728
2855,002765,蓝黛传动,-0.0074,-0.0036,-0.0788,-0.0103,-1.3389
2856,002428,云南锗业,-0.0076,-0.0014,-0.0487,-0.0054,-0.5748
2857,300076,GQY视讯,-0.0077,-0.0014,-0.3212,-0.0286,-3.464
2858,000552,靖远煤电,-0.0082,-0.0024,-0.1207,-0.0069,-0.6961
2859,600129,太极集团,-0.0084,-0.006,-0.2613,-0.0069,-0.7473
2860,300150,世纪瑞尔,-0.0087,-0.002,-0.0297,-0.0188,-1.881
2861,002760,凤形股份,-0.0087,-0.0035,-0.1262,-0.0078,-1.2024
2862,300117,嘉寓股份,-0.0088,-0.0043,-0.2705,-0.0064,-0.7202
2863,300264,佳创视讯,-0.0089,-0.002,-0.8915,-0.0318,-4.1052
2864,600293,三峡新材,-0.0092,-0.0035,,-0.0048,-0.4902
2865,000612,焦作万方,-0.0093,-0.005,,-0.0112,-1.9528
2866,000815,美利云,-0.0093,-0.0037,-0.0349,-0.0038,-0.4978
2867,002307,北新路桥,-0.0094,-0.0038,-5.2923,-0.0047,-0.6904
2868,600602,云赛智联,-0.0099,-0.0064,-0.1338,-0.0295,-3.2051
2869,002541,鸿路钢构,-0.0099,-0.0045,-0.1794,-0.006999999999999999,-0.7028
2870,000931,中关村,-0.0102,-0.004,-0.0715,-0.0058,-0.6196
2871,601989,中国重工,-0.0102,-0.0029,,-0.0041,-0.5569
2872,300256,星星科技,-0.0108,-0.0066,-0.8345,-0.0135,-1.4617
2873,600391,航发科技,-0.0109,-0.0044,-0.5156,-0.0073,-1.1525
2874,601015,陕西黑猫,-0.011000000000000001,-0.0056,,-0.0094,-1.1617
2875,600630,龙头股份,-0.0111,-0.0198,-0.586,-0.0675,-6.7578
2876,300276,三丰智能,-0.0114,-0.0045,-0.1698,-0.0146,-1.6444
2877,002103,广博股份,-0.0116,-0.0079,-0.2036,-0.0324,-3.2784
2878,002031,巨轮智能,-0.012,-0.0027,-0.0912,-0.0093,-1.0088
2879,002489,浙江永强,-0.0122,-0.0074,-0.086,-0.0178,-1.7802
2880,600713,南京医药,-0.0123,-0.0243,-1.5885,-0.0309,-3.1547
2881,000626,远大控股,-0.0126,-0.0809,-1.1098,-0.1054,-11.6587
2882,603588,高能环境,-0.0128,-0.004,-0.1221,-0.0092,-0.9196
2883,600538,国发股份,-0.0129,-0.0066,-0.7924,-0.0266,-2.7723
2884,002596,海南瑞泽,-0.013000000000000001,-0.0073,-0.2624,-0.0216,-3.1702
2885,002264,新华都,-0.0136,-0.0251,,-0.0305,-3.0664
2886,300421,力星股份,-0.0137,-0.0094,-0.1209,-0.0564,-7.3092
2887,002336,人人乐,-0.0139,-0.0252,,-0.0395,-4.0602
2888,603903,中持股份,-0.013999999999999999,-0.0066,-0.0988,-0.0152,-1.9296
2889,600235,民丰特纸,-0.0142,-0.0078,,-0.0153,-1.7783
2890,000977,浪潮信息,-0.0142,-0.0184,-0.3215,-0.0289,-2.9162
2891,002114,罗平锌电,-0.0145,-0.0076,-0.7924,-0.0142,-1.5421
2892,300030,阳普医疗,-0.0147,-0.0056,-0.1943,-0.0158,-2.1493
2893,600903,贵州燃气,-0.0149,-0.0052,-1.2744,-0.006999999999999999,-0.8963
2894,300236,上海新阳,-0.0149,-0.0047,-0.1321,-0.0217,-2.3009
2895,600259,广晟有色,-0.015,-0.0157,,-0.0201,-2.5673
2896,300365,恒华科技,-0.015,-0.0081,-0.0645,-0.0716,-7.157
2897,002488,金固股份,-0.0155,-0.0064,-0.5422,-0.0113,-1.1979
2898,600811,东方集团,-0.0155,-0.0045,-0.1967,-0.0092,-1.4071
2899,600671,天目药业,-0.0155,-0.0052,,-0.0067,-0.8005
2900,601992,金隅集团,-0.0159,-0.005,-0.3345,-0.0074,-1.0012
2901,603118,共进股份,-0.016,-0.0226,-0.415,-0.0455,-4.6124
2902,000901,航天科技,-0.016,-0.0136,-0.4323,-0.048,-5.1243
2903,300249,依米康,-0.0162,-0.009000000000000001,-0.5203,-0.0203,-2.0606
2904,300165,天瑞仪器,-0.0164,-0.0031,-0.1198,-0.0242,-2.7219
2905,002260,*ST德奥,-0.0164,-0.0124,,-0.0202,-2.1077
2906,603368,柳州医药,-0.0165,-0.0249,-0.474,-0.0364,-3.7207
2907,002112,三变科技,-0.0165,-0.0107,-1.5689,-0.0162,-1.6268
2908,600540,新赛股份,-0.0166,-0.0068,,-0.0119,-1.2799
2909,300712,永福股份,-0.0167,-0.0104,-0.1115,-0.0236,-2.3626
2910,000534,万泽股份,-0.0167,-0.0025,-0.2173,-0.005,-0.6234
2911,603618,杭电股份,-0.0168,-0.0158,-0.3645,-0.0295,-2.9738
2912,000058,深赛格,-0.0168,-0.0048,-0.1153,-0.0133,-1.3812
2913,300278,华昌达,-0.0171,-0.0092,-0.2975,-0.0169,-1.7507
2914,601677,明泰铝业,-0.0174,-0.0196,-0.5657,-0.0613,-6.1713
2915,600655,豫园股份,-0.0175,-0.0179,-0.3772,-0.0352,-4.6418
2916,000017,深中华A,-0.0177,-0.066,,-0.0933,-9.3261
2917,000930,中粮生化,-0.0177,-0.0202,,-0.027999999999999997,-3.8487
2918,600203,福日电子,-0.0178,-0.0236,-0.9187,-0.038,-4.0706
2919,000971,高升控股,-0.0181,-0.0016,-1.0953,-0.0189,-1.9980000000000002
2920,002147,新光圆成,-0.0187,-0.0034,,-0.0121,-1.235
2921,002578,闽发铝业,-0.0188,-0.0169,-1.1728,-0.0735,-8.746
2922,000560,我爱我家,-0.0189,-0.0042,-1.2536,-0.0109,-1.5390000000000001
2923,000046,泛海控股,-0.0189,-0.0015,-0.0755,-0.0017,-0.3687
2924,600055,万东医疗,-0.0191,-0.0118,-0.3669,-0.0253,-2.7128
2925,000558,莱茵体育,-0.0192,-0.0171,,-0.0329,-6.2216
2926,601101,昊华能源,-0.0196,-0.0065,-2.3794,-0.0143,-2.4207
2927,002135,东南网架,-0.0199,-0.0114,-2.7524,-0.0156,-1.7124
2928,002210,飞马国际,-0.02,-0.0462,-5.4322,-0.0524,-5.4394
2929,600281,太化股份,-0.0201,-0.02,,-0.0261,-2.6535
2930,600636,三爱富,-0.0208,-0.0163,,-0.0595,-6.3187
2931,600321,*ST正源,-0.0212,-0.0035,,-0.0163,-2.2024
2932,601700,风范股份,-0.0212,-0.0149,-0.2911,-0.0518,-5.1823
2933,600810,神马股份,-0.0216,-0.0213,-2.562,-0.0318,-3.6092
2934,002091,江苏国泰,-0.0216,-0.042,-0.6221,-0.0841,-8.5756
2935,300197,铁汉生态,-0.0218,-0.0082,-0.1871,-0.0155,-2.464
2936,600345,长江通信,-0.0222,-0.0076,-0.19399999999999998,-0.0521,-5.5671
2937,002333,罗普斯金,-0.0226,-0.015,-0.1182,-0.1563,-15.6302
2938,002359,北讯集团,-0.0227,-0.0107,-1.3314,-0.0329,-3.3544
2939,601666,平煤股份,-0.0227,-0.008,,-0.0111,-1.6612
2940,300466,赛摩电气,-0.0231,-0.0086,-0.1622,-0.0351,-3.6231
2941,300279,和晶科技,-0.0233,-0.0138,-0.7649,-0.0248,-2.8945
2942,300389,艾比森,-0.0234,-0.018000000000000002,-0.1862,-0.0522,-5.7012
2943,000922,*ST佳电,-0.0235,-0.0109,,-0.0257,-2.693
2944,603501,韦尔股份,-0.0236,-0.0319,-0.434,-0.0573,-5.7564
2945,300619,金银河,-0.0238,-0.0127,-0.1796,-0.0249,-2.9756
2946,002811,亚泰国际,-0.0239,-0.0264,-0.39399999999999996,-0.0412,-4.242
2947,000608,阳光股份,-0.0241,-0.0015,-0.2288,-0.0026,-0.647
2948,002638,勤上股份,-0.0241,-0.0063,-0.7507,-0.0208,-4.4198
2949,300242,明家联合,-0.0243,-0.0085,-0.3953,-0.0356,-4.2777
2950,300455,康拓红外,-0.0247,-0.0084,-0.1016,-0.0425,-5.0826
2951,600121,郑州煤电,-0.0248,-0.0268,,-0.0447,-4.6251
2952,600127,金健米业,-0.0251,-0.0381,,-0.0759,-8.2937
2953,002301,齐心集团,-0.0255,-0.0165,-2.0355,-0.0311,-3.7009
2954,002175,东方网络,-0.0256,-0.0052,-0.1552,-0.0095,-1.6747
2955,000421,南京公用,-0.0259,-0.0154,-0.28600000000000003,-0.0325,-3.4176
2956,000727,华东科技,-0.026000000000000002,-0.0009,-1.7292,-0.0022,-0.6069
2957,002149,西部材料,-0.0262,-0.009000000000000001,,-0.0137,-1.6132
2958,300287,飞利信,-0.0263,-0.0064,-0.1945,-0.0137,-1.4375
2959,300006,莱美药业,-0.0264,-0.0082,-1.2456,-0.018000000000000002,-2.1043
2960,002113,天润数娱,-0.0268,-0.004,,-0.0219,-2.1916
2961,300118,东方日升,-0.0273,-0.0169,-0.4202,-0.0269,-3.676
2962,600520,文一科技,-0.0273,-0.0066,,-0.0167,-1.85
2963,601225,陕西煤业,-0.0273,-0.0098,,-0.0174,-3.0721
2964,300323,华灿光电,-0.0273,-0.0062,,-0.0103,-1.5639
2965,000955,欣龙控股,-0.0275,-0.0076,,-0.0192,-3.3859
2966,000617,中油资本,-0.0277,-0.0113,,-0.0148,-1.5936
2967,002055,得润电子,-0.0278,-0.0156,-1.3880000000000001,-0.0231,-2.7871
2968,600459,贵研铂业,-0.0281,-0.0661,-3.1158,-0.1542,-18.6033
2969,601118,海南橡胶,-0.0283,-0.0185,,-0.0499,-7.8172
2970,601258,庞大集团,-0.0286,-0.0254,-7.0679,-0.0317,-3.4343
2971,002630,华西能源,-0.0286,-0.0115,-0.5186,-0.017,-2.1471
2972,600403,大有能源,-0.0286,-0.0085,,-0.019,-2.603
2973,000856,冀东装备,-0.0287,-0.0182,,-0.0209,-2.2331
2974,300077,国民技术,-0.0288,-0.005,-0.1876,-0.042,-4.4205
2975,300198,纳川股份,-0.0289,-0.0182,-0.7114,-0.0448,-4.9566
2976,002269,美邦服饰,-0.0294,-0.0266,,-0.048,-6.1766
2977,000034,神州数码,-0.0295,-0.0301,-0.632,-0.0517,-5.176
2978,300048,合康新能,-0.0297,-0.0071,-0.3445,-0.0277,-3.0269999999999997
2979,600743,华远地产,-0.0297,-0.0103,-0.2703,-0.0131,-2.1597
2980,600512,腾达建设,-0.0299,-0.016,,-0.0252,-2.6546
2981,300493,润欣科技,-0.0299,-0.0527,-0.8305,-0.1779,-18.0822
2982,600980,北矿科技,-0.03,-0.0164,-0.3273,-0.0452,-5.0313
2983,600135,乐凯胶片,-0.0303,-0.0187,-0.8926,-0.1242,-12.6022
2984,002140,东华科技,-0.0306,-0.0194,-0.6158,-0.0296,-2.9642
2985,300281,金明精机,-0.0309,-0.0093,-0.3254,-0.0317,-4.1788
2986,002715,登云股份,-0.0312,-0.0105,,-0.0274,-2.8035
2987,002225,濮耐股份,-0.0314,-0.017,-0.9865,-0.0348,-4.6397
2988,000530,大冷股份,-0.0315,-0.0124,-0.3854,-0.0369,-4.1599
2989,600491,龙元建设,-0.0317,-0.0208,-2.5583,-0.0245,-2.52
2990,600826,兰生股份,-0.0319,-0.0169,-0.1475,-0.0604,-9.9465
2991,300041,回天新材,-0.0322,-0.0177,-0.3759,-0.1216,-13.3469
2992,000893,*ST东凌,-0.0325,-0.0571,-8.3672,-0.2133,-21.3918
2993,600119,长江投资,-0.0327,-0.0331,-0.8267,-0.0631,-6.4462
2994,603991,至正股份,-0.033,-0.0253,-0.2952,-0.0538,-7.4458
2995,002591,恒大高新,-0.0331,-0.0066,,-0.0352,-4.8198
2996,300358,楚天科技,-0.0339,-0.0138,-0.2151,-0.0381,-3.9946
2997,002671,龙泉股份,-0.0342,-0.0068,-0.8117,-0.0169,-2.0252
2998,600075,新疆天业,-0.0344,-0.0223,-2.5204,-0.0535,-5.4192
2999,002674,兴业科技,-0.0344,-0.0318,-6.0917,-0.0844,-8.4949
3000,002721,金一文化,-0.0355,-0.0369,-1.4174,-0.0545,-5.8517
3001,002384,东山精密,-0.0357,-0.0206,-3.613,-0.034,-3.4141
3002,300665,飞鹿股份,-0.0359,-0.02,-0.2335,-0.0473,-4.7852
3003,600234,ST山水,-0.0362,-0.0008,,-0.001,-0.1483
3004,300675,建科院,-0.0362,-0.0225,-0.4342,-0.0539,-5.8515
3005,000990,诚志股份,-0.0362,-0.0297,-0.9898,-0.0634,-7.2481
3006,600162,香江控股,-0.0364,-0.0089,-0.4675,-0.0124,-1.6643
3007,600725,ST云维,-0.0365,-0.0129,,-0.0096,-1.1257
3008,002623,亚玛顿,-0.0369,-0.0151,-0.7384,-0.0787,-8.7039
3009,300067,安诺其,-0.0369,-0.0186,-0.4154,-0.0635,-6.3993
3010,002292,奥飞娱乐,-0.0373,-0.0201,-0.201,-0.0561,-8.407
3011,002493,荣盛石化,-0.0373,-0.0286,-3.7089,-0.0435,-4.7705
3012,603003,龙宇燃油,-0.0375,-0.1433,,-0.1916,-19.1994
3013,300382,斯莱克,-0.0376,-0.0157,-0.135,-0.0785,-8.2696
3014,002462,嘉事堂,-0.0378,-0.0527,-1.0298,-0.0842,-8.4225
3015,300051,三五互联,-0.0384,-0.0071,,-0.0223,-4.4225
3016,603002,宏昌电子,-0.0389,-0.0276,-0.5952,-0.1015,-10.1509
3017,600462,九有股份,-0.0395,-0.0245,,-0.0899,-12.5813
3018,300322,硕贝德,-0.0397,-0.0238,,-0.042,-4.9999
3019,300047,天源迪科,-0.04,-0.0277,-0.8934,-0.0632,-6.4963
3020,300542,新晨科技,-0.0401,-0.0302,-0.4711,-0.0934,-9.4096
3021,300330,华虹计通,-0.0403,-0.0155,,-0.0629,-6.3871
3022,002883,中设股份,-0.0405,-0.0329,-0.2322,-0.105,-10.5033
3023,601155,新城控股,-0.0406,-0.0141,-0.3989,-0.0177,-2.2777
3024,600489,中金黄金,-0.0407,-0.040999999999999995,-10.2697,-0.0606,-9.2659
3025,002480,新筑股份,-0.0409,-0.0084,,-0.016,-1.9509999999999998
3026,600685,中船防务,-0.0415,-0.0216,-10.1855,-0.0274,-3.5323
3027,300255,常山药业,-0.0416,-0.0164,-0.2434,-0.0504,-5.3138
3028,000968,蓝焰控股,-0.0417,-0.0055,,-0.0059,-1.1751
3029,000933,神火股份,-0.0419,-0.0146,,-0.0176,-2.3375
3030,002669,康达新材,-0.0423,-0.034,-0.2733,-0.1669,-16.9414
3031,002781,奇信股份,-0.0429,-0.0415,-1.0981,-0.0745,-7.452999999999999
3032,600463,空港股份,-0.0432,-0.0075,-0.91,-0.0123,-1.4496
3033,002197,证通电子,-0.0432,-0.0165,-0.5959,-0.0287,-4.2154
3034,600010,包钢股份,-0.0433,-0.0067,,-0.01,-1.1451
3035,600648,外高桥,-0.0438,-0.0119,-0.5927,-0.0176,-2.0635
3036,600206,有研新材,-0.0445,-0.0372,-3.4693,-0.6257,-96.6556
3037,002620,瑞和股份,-0.0446,-0.0381,-1.2528,-0.0771,-7.7197
3038,600579,天华院,-0.0449,-0.0221,-0.8552,-0.0454,-4.7172
3039,600621,华鑫股份,-0.0449,-0.0046,-0.1453,-0.0098,-1.6868
3040,300344,太空智造,-0.0453,-0.0061,,-0.0238,-2.4093
3041,002339,积成电子,-0.0453,-0.0248,-0.3572,-0.0754,-8.0925
3042,002183,怡亚通,-0.0455,-0.055,-3.8502,-0.0689,-7.4846
3043,603825,华扬联众,-0.0459,-0.0847,-3.0374,-0.1092,-10.9957
3044,600984,建设机械,-0.0462,-0.0063,-5.3247,-0.016,-1.7398
3045,300266,兴源环境,-0.0463,-0.0217,-0.3953,-0.0582,-6.5426
3046,002290,中科新材,-0.0476,-0.0385,-1.8207,-0.1031,-10.7971
3047,002589,瑞康医药,-0.0478,-0.0526,-1.9177,-0.0854,-8.5438
3048,300179,四方达,-0.0478,-0.0114,-0.2281,-0.0871,-11.5575
3049,600243,青海华鼎,-0.0486,-0.0168,-2.1604,-0.0395,-4.6082
3050,603996,中新科技,-0.0488,-0.0622,-1.5647,-0.1243,-12.4345
3051,603011,合锻智能,-0.0494,-0.0255,-0.8812,-0.0674,-7.3397
3052,603659,璞泰来,-0.0494,-0.0405,-0.344,-0.0945,-9.4802
3053,300177,中海达,-0.0497,-0.0167,-199.253,-0.1318,-14.1433
3054,002577,雷柏科技,-0.0498,-0.0171,,-0.0595,-6.377999999999999
3055,300013,新宁物流,-0.0507,-0.0174,,-0.0573,-6.4564
3056,300336,新文化,-0.0508,-0.013999999999999999,-0.2101,-0.0495,-5.1332
3057,300138,晨光生物,-0.051,-0.0325,-0.9457,-0.1146,-12.755
3058,002371,北方华创,-0.051,-0.0104,-0.5799,-0.0202,-4.2063
3059,600693,东百集团,-0.0517,-0.0159,-2.0385,-0.0247,-3.0278
3060,300008,天海防务,-0.0524,-0.0369,-1.2335,-0.0828,-8.394
3061,000509,华塑控股,-0.0525,-0.0164,-0.4677,-0.0174,-1.8123
3062,002629,仁智股份,-0.0529,-0.0157,,-0.0785,-7.8458
3063,002309,中利集团,-0.0533,-0.0303,-1.2287,-0.0412,-5.2589
3064,300126,锐奇股份,-0.0537,-0.0236,-8.241,-0.1366,-14.5095
3065,603088,宁波精达,-0.0541,-0.0181,-0.4923,-0.0947,-10.7891
3066,300173,智慧松德,-0.0543,-0.0134,-0.3777,-0.0582,-6.3839
3067,000158,常山北明,-0.0549,-0.0447,-1.9665,-0.0888,-9.5177
3068,600751,海航科技,-0.0556,-0.0031,-0.1616,-0.07200000000000001,-7.2804
3069,000008,神州高铁,-0.055999999999999994,-0.0202,-0.3816,-0.1064,-11.4737
3070,300247,乐金健康,-0.0561,-0.0125,-0.5834,-0.0531,-5.4997
3071,000972,*ST中基,-0.0563,-0.0146,,-0.024,-2.5035
3072,300362,天翔环境,-0.0564,-0.0072,-0.5158,-0.0127,-1.84
3073,000662,天夏智慧,-0.0565,-0.0371,,-0.2324,-23.2438
3074,000426,兴业矿业,-0.0565,-0.0115,,-0.0341,-5.3259
3075,000652,泰达股份,-0.0565,-0.0191,-1.7204,-0.0221,-3.1555
3076,000628,高新发展,-0.0568,-0.0253,-2.0432,-0.0306,-3.1929
3077,002542,中化岩土,-0.0569,-0.0231,-0.4877,-0.0534,-5.396
